********************************************************************************
SetName: CMS_TTB_8TEV_2D_TTM_TRAP_TOT
Author: Emanuele R. Nocera emanueleroberto.nocera@unito.it
Date: February 2025
CodesUsed: MG5_aMC_v3_5_7
TheoryInput: NLO QCD (see runcards https://github.com/NNPDF/pinecards)
PDFset: 240517-rs-alphas_01200
Warnings: top mass variation mt=175 GeV
********************************************************************************
0.82500	0.00000
0.82522	0.00000
0.82442	0.00000
0.81563	0.00000
0.95588	0.00000
0.95700	0.00000
0.95280	0.00000
0.94177	0.00000
0.97793	0.00000
0.97941	0.00000
0.97383	0.00000
0.95574	0.00000
0.98930	0.00000
0.99029	0.00000
0.98221	0.00000
0.96604	0.00000
