********************************************************************************
SetName: CMS_TTB_8TEV_2D_TTM_TRAP
Author: Emanuele R. Nocera emanueleroberto.nocera@unito.it
Date: February 2025
CodesUsed: MG5_aMC_v3_5_7
TheoryInput: NLO QCD (see runcards https://github.com/NNPDF/pinecards)
PDFset: 240517-rs-alphas_01200
Warnings: top mass variation mt=171.8 GeV
********************************************************************************
1.05461	0.00000
1.05338	0.00000
1.05538	0.00000
1.05565	0.00000
1.01232	0.00000
1.01235	0.00000
1.01405	0.00000
1.01860	0.00000
1.00434	0.00000
1.00274	0.00000
1.00937	0.00000
1.00662	0.00000
1.00225	0.00000
1.01025	0.00000
1.00217	0.00000
1.00658	0.00000

